V15,day,period
4,Sunday,P30
1,Sunday,P31
0,Sunday,P32
17,Sunday,P33
4,Sunday,P34
3,Sunday,P35
3,Sunday,P36
23,Sunday,P37
7,Sunday,P38
16,Sunday,P39
3,Sunday,P40
22,Sunday,P41
3,Sunday,P42
14,Sunday,P43
0,Sunday,P44
7,Sunday,P45
6,Sunday,P46
2,Sunday,P47
0,Monday,P0
5,Monday,P1
0,Monday,P2
1,Monday,P3
0,Monday,P4
0,Monday,P5
0,Monday,P6
0,Monday,P7
0,Monday,P8
0,Monday,P9
0,Monday,P10
0,Monday,P11
0,Monday,P12
1,Monday,P13
1,Monday,P14
2,Monday,P15
6,Monday,P16
17,Monday,P17
6,Monday,P18
17,Monday,P19
4,Monday,P20
12,Monday,P21
17,Monday,P22
3,Monday,P23
2,Monday,P24
26,Monday,P25
4,Monday,P26
5,Monday,P27
3,Monday,P28
7,Monday,P29
7,Monday,P30
3,Monday,P31
1,Monday,P32
14,Monday,P33
1,Monday,P34
0,Monday,P35
4,Monday,P36
9,Monday,P37
2,Monday,P38
11,Monday,P39
4,Monday,P40
9,Monday,P41
2,Monday,P42
4,Monday,P43
1,Monday,P44
8,Monday,P45
2,Monday,P46
0,Monday,P47
1,Tuesday,P0
4,Tuesday,P1
1,Tuesday,P2
0,Tuesday,P3
0,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
1,Tuesday,P7
0,Tuesday,P8
0,Tuesday,P9
0,Tuesday,P10
1,Tuesday,P11
1,Tuesday,P12
1,Tuesday,P13
1,Tuesday,P14
0,Tuesday,P15
3,Tuesday,P16
6,Tuesday,P17
3,Tuesday,P18
14,Tuesday,P19
2,Tuesday,P20
21,Tuesday,P21
9,Tuesday,P22
3,Tuesday,P23
0,Tuesday,P24
10,Tuesday,P25
4,Tuesday,P26
3,Tuesday,P27
0,Tuesday,P28
1,Tuesday,P29
2,Tuesday,P30
0,Tuesday,P31
2,Tuesday,P32
12,Tuesday,P33
5,Tuesday,P34
3,Tuesday,P35
1,Tuesday,P36
11,Tuesday,P37
4,Tuesday,P38
8,Tuesday,P39
1,Tuesday,P40
4,Tuesday,P41
6,Tuesday,P42
0,Tuesday,P43
6,Tuesday,P44
1,Tuesday,P45
5,Tuesday,P46
0,Tuesday,P47
0,Wednesday,P0
2,Wednesday,P1
1,Wednesday,P2
0,Wednesday,P3
1,Wednesday,P4
0,Wednesday,P5
1,Wednesday,P6
0,Wednesday,P7
0,Wednesday,P8
0,Wednesday,P9
0,Wednesday,P10
1,Wednesday,P11
0,Wednesday,P12
0,Wednesday,P13
1,Wednesday,P14
3,Wednesday,P15
2,Wednesday,P16
13,Wednesday,P17
10,Wednesday,P18
26,Wednesday,P19
9,Wednesday,P20
24,Wednesday,P21
2,Wednesday,P22
0,Wednesday,P23
5,Wednesday,P24
10,Wednesday,P25
3,Wednesday,P26
3,Wednesday,P27
1,Wednesday,P28
12,Wednesday,P29
6,Wednesday,P30
0,Wednesday,P31
1,Wednesday,P32
12,Wednesday,P33
0,Wednesday,P34
2,Wednesday,P35
4,Wednesday,P36
13,Wednesday,P37
2,Wednesday,P38
7,Wednesday,P39
1,Wednesday,P40
13,Wednesday,P41
2,Wednesday,P42
11,Wednesday,P43
1,Wednesday,P44
0,Wednesday,P45
0,Wednesday,P46
0,Wednesday,P47
0,Thursday,P0
0,Thursday,P1
0,Thursday,P2
0,Thursday,P3
0,Thursday,P4
0,Thursday,P5
0,Thursday,P6
1,Thursday,P7
0,Thursday,P8
1,Thursday,P9
0,Thursday,P10
0,Thursday,P11
0,Thursday,P12
1,Thursday,P13
2,Thursday,P14
0,Thursday,P15
5,Thursday,P16
6,Thursday,P17
1,Thursday,P18
16,Thursday,P19
1,Thursday,P20
18,Thursday,P21
3,Thursday,P22
6,Thursday,P23
4,Thursday,P24
10,Thursday,P25
3,Thursday,P26
5,Thursday,P27
4,Thursday,P28
11,Thursday,P29
3,Thursday,P30
2,Thursday,P31
3,Thursday,P32
8,Thursday,P33
1,Thursday,P34
0,Thursday,P35
4,Thursday,P36
10,Thursday,P37
0,Thursday,P38
12,Thursday,P39
2,Thursday,P40
12,Thursday,P41
1,Thursday,P42
9,Thursday,P43
1,Thursday,P44
5,Thursday,P45
2,Thursday,P46
1,Thursday,P47
1,Friday,P0
2,Friday,P1
0,Friday,P2
0,Friday,P3
1,Friday,P4
2,Friday,P5
0,Friday,P6
0,Friday,P7
0,Friday,P8
0,Friday,P9
0,Friday,P10
0,Friday,P11
0,Friday,P12
1,Friday,P13
0,Friday,P14
3,Friday,P15
1,Friday,P16
10,Friday,P17
1,Friday,P18
17,Friday,P19
5,Friday,P20
20,Friday,P21
6,Friday,P22
1,Friday,P23
1,Friday,P24
20,Friday,P25
5,Friday,P26
4,Friday,P27
2,Friday,P28
15,Friday,P29
2,Friday,P30
0,Friday,P31
1,Friday,P32
13,Friday,P33
1,Friday,P34
0,Friday,P35
2,Friday,P36
11,Friday,P37
2,Friday,P38
14,Friday,P39
2,Friday,P40
9,Friday,P41
13,Friday,P42
5,Friday,P43
0,Friday,P44
10,Friday,P45
4,Friday,P46
0,Friday,P47
0,Saturday,P0
7,Saturday,P1
2,Saturday,P2
0,Saturday,P3
1,Saturday,P4
2,Saturday,P5
0,Saturday,P6
0,Saturday,P7
0,Saturday,P8
0,Saturday,P9
0,Saturday,P10
1,Saturday,P11
1,Saturday,P12
1,Saturday,P13
1,Saturday,P14
2,Saturday,P15
2,Saturday,P16
2,Saturday,P17
0,Saturday,P18
5,Saturday,P19
3,Saturday,P20
8,Saturday,P21
1,Saturday,P22
1,Saturday,P23
1,Saturday,P24
19,Saturday,P25
4,Saturday,P26
4,Saturday,P27
4,Saturday,P28
8,Saturday,P29
4,Saturday,P30
1,Saturday,P31
1,Saturday,P32
6,Saturday,P33
3,Saturday,P34
1,Saturday,P35
1,Saturday,P36
3,Saturday,P37
2,Saturday,P38
10,Saturday,P39
4,Saturday,P40
0,Saturday,P41
0,Saturday,P42
4,Saturday,P43
0,Saturday,P44
7,Saturday,P45
0,Saturday,P46
2,Saturday,P47
1,Sunday,P0
7,Sunday,P1
4,Sunday,P2
0,Sunday,P3
2,Sunday,P4
0,Sunday,P5
1,Sunday,P6
0,Sunday,P7
0,Sunday,P8
0,Sunday,P9
1,Sunday,P10
1,Sunday,P11
0,Sunday,P12
0,Sunday,P13
2,Sunday,P14
4,Sunday,P15
3,Sunday,P16
0,Sunday,P17
0,Sunday,P18
5,Sunday,P19
0,Sunday,P20
2,Sunday,P21
2,Sunday,P22
1,Sunday,P23
1,Sunday,P24
12,Sunday,P25
4,Sunday,P26
0,Sunday,P27
0,Sunday,P28
2,Sunday,P29
13,Sunday,P30
4,Sunday,P31
3,Sunday,P32
15,Sunday,P33
3,Sunday,P34
1,Sunday,P35
0,Sunday,P36
16,Sunday,P37
1,Sunday,P38
12,Sunday,P39
5,Sunday,P40
15,Sunday,P41
7,Sunday,P42
12,Sunday,P43
0,Sunday,P44
16,Sunday,P45
3,Sunday,P46
2,Sunday,P47
0,Monday,P0
9,Monday,P1
1,Monday,P2
1,Monday,P3
0,Monday,P4
0,Monday,P5
0,Monday,P6
0,Monday,P7
1,Monday,P8
0,Monday,P9
0,Monday,P10
0,Monday,P11
0,Monday,P12
1,Monday,P13
3,Monday,P14
3,Monday,P15
0,Monday,P16
15,Monday,P17
3,Monday,P18
24,Monday,P19
9,Monday,P20
21,Monday,P21
11,Monday,P22
6,Monday,P23
4,Monday,P24
10,Monday,P25
2,Monday,P26
2,Monday,P27
4,Monday,P28
4,Monday,P29
1,Monday,P30
1,Monday,P31
1,Monday,P32
18,Monday,P33
3,Monday,P34
0,Monday,P35
2,Monday,P36
7,Monday,P37
5,Monday,P38
6,Monday,P39
3,Monday,P40
8,Monday,P41
0,Monday,P42
12,Monday,P43
0,Monday,P44
5,Monday,P45
2,Monday,P46
0,Monday,P47
1,Tuesday,P0
5,Tuesday,P1
0,Tuesday,P2
0,Tuesday,P3
1,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
0,Tuesday,P9
0,Tuesday,P10
1,Tuesday,P11
1,Tuesday,P12
1,Tuesday,P13
0,Tuesday,P14
2,Tuesday,P15
1,Tuesday,P16
12,Tuesday,P17
4,Tuesday,P18
22,Tuesday,P19
8,Tuesday,P20
18,Tuesday,P21
8,Tuesday,P22
3,Tuesday,P23
2,Tuesday,P24
20,Tuesday,P25
5,Tuesday,P26
3,Tuesday,P27
2,Tuesday,P28
11,Tuesday,P29
0,Tuesday,P30
0,Tuesday,P31
3,Tuesday,P32
2,Tuesday,P33
7,Tuesday,P34
1,Tuesday,P35
0,Tuesday,P36
9,Tuesday,P37
1,Tuesday,P38
8,Tuesday,P39
0,Tuesday,P40
10,Tuesday,P41
3,Tuesday,P42
6,Tuesday,P43
2,Tuesday,P44
6,Tuesday,P45
2,Tuesday,P46
1,Tuesday,P47
1,Wednesday,P0
7,Wednesday,P1
1,Wednesday,P2
0,Wednesday,P3
1,Wednesday,P4
0,Wednesday,P5
0,Wednesday,P6
0,Wednesday,P7
0,Wednesday,P8
0,Wednesday,P9
0,Wednesday,P10
0,Wednesday,P11
0,Wednesday,P12
1,Wednesday,P13
1,Wednesday,P14
2,Wednesday,P15
3,Wednesday,P16
6,Wednesday,P17
6,Wednesday,P18
21,Wednesday,P19
9,Wednesday,P20
3,Wednesday,P21
4,Wednesday,P22
3,Wednesday,P23
2,Wednesday,P24
14,Wednesday,P25
5,Wednesday,P26
3,Wednesday,P27
1,Wednesday,P28
8,Wednesday,P29
2,Wednesday,P30
1,Wednesday,P31
0,Wednesday,P32
13,Wednesday,P33
0,Wednesday,P34
1,Wednesday,P35
1,Wednesday,P36
15,Wednesday,P37
1,Wednesday,P38
12,Wednesday,P39
0,Wednesday,P40
16,Wednesday,P41
1,Wednesday,P42
7,Wednesday,P43
0,Wednesday,P44
4,Wednesday,P45
0,Wednesday,P46
0,Wednesday,P47
0,Thursday,P0
0,Thursday,P1
1,Thursday,P2
0,Thursday,P3
1,Thursday,P4
1,Thursday,P5
0,Thursday,P6
1,Thursday,P7
0,Thursday,P8
0,Thursday,P9
0,Thursday,P10
0,Thursday,P11
0,Thursday,P12
0,Thursday,P13
0,Thursday,P14
2,Thursday,P15
2,Thursday,P16
9,Thursday,P17
5,Thursday,P18
13,Thursday,P19
6,Thursday,P20
25,Thursday,P21
4,Thursday,P22
4,Thursday,P23
2,Thursday,P24
14,Thursday,P25
2,Thursday,P26
7,Thursday,P27
4,Thursday,P28
14,Thursday,P29
0,Thursday,P30
0,Thursday,P31
0,Thursday,P32
6,Thursday,P33
0,Thursday,P34
2,Thursday,P35
1,Thursday,P36
16,Thursday,P37
2,Thursday,P38
12,Thursday,P39
1,Thursday,P40
15,Thursday,P41
3,Thursday,P42
4,Thursday,P43
2,Thursday,P44
6,Thursday,P45
1,Thursday,P46
2,Thursday,P47
0,Friday,P0
2,Friday,P1
2,Friday,P2
0,Friday,P3
0,Friday,P4
0,Friday,P5
0,Friday,P6
0,Friday,P7
0,Friday,P8
0,Friday,P9
0,Friday,P10
2,Friday,P11
1,Friday,P12
2,Friday,P13
0,Friday,P14
0,Friday,P15
1,Friday,P16
3,Friday,P17
1,Friday,P18
12,Friday,P19
5,Friday,P20
19,Friday,P21
9,Friday,P22
1,Friday,P23
0,Friday,P24
12,Friday,P25
2,Friday,P26
2,Friday,P27
2,Friday,P28
20,Friday,P29
7,Friday,P30
1,Friday,P31
1,Friday,P32
16,Friday,P33
2,Friday,P34
1,Friday,P35
3,Friday,P36
16,Friday,P37
2,Friday,P38
10,Friday,P39
0,Friday,P40
4,Friday,P41
5,Friday,P42
11,Friday,P43
1,Friday,P44
8,Friday,P45
6,Friday,P46
1,Friday,P47
1,Saturday,P0
4,Saturday,P1
1,Saturday,P2
1,Saturday,P3
1,Saturday,P4
0,Saturday,P5
0,Saturday,P6
0,Saturday,P7
1,Saturday,P8
0,Saturday,P9
2,Saturday,P10
1,Saturday,P11
1,Saturday,P12
0,Saturday,P13
1,Saturday,P14
0,Saturday,P15
1,Saturday,P16
3,Saturday,P17
1,Saturday,P18
7,Saturday,P19
1,Saturday,P20
5,Saturday,P21
5,Saturday,P22
2,Saturday,P23
2,Saturday,P24
9,Saturday,P25
0,Saturday,P26
0,Saturday,P27
2,Saturday,P28
9,Saturday,P29
7,Saturday,P30
1,Saturday,P31
0,Saturday,P32
9,Saturday,P33
1,Saturday,P34
1,Saturday,P35
0,Saturday,P36
7,Saturday,P37
2,Saturday,P38
9,Saturday,P39
4,Saturday,P40
7,Saturday,P41
4,Saturday,P42
5,Saturday,P43
0,Saturday,P44
3,Saturday,P45
1,Saturday,P46
1,Saturday,P47
2,Sunday,P0
0,Sunday,P1
1,Sunday,P2
0,Sunday,P3
0,Sunday,P4
0,Sunday,P5
0,Sunday,P6
0,Sunday,P7
0,Sunday,P8
0,Sunday,P9
0,Sunday,P10
0,Sunday,P11
0,Sunday,P12
1,Sunday,P13
0,Sunday,P14
0,Sunday,P15
0,Sunday,P16
0,Sunday,P17
1,Sunday,P18
4,Sunday,P19
2,Sunday,P20
0,Sunday,P21
0,Sunday,P22
0,Sunday,P23
3,Sunday,P24
2,Sunday,P25
1,Sunday,P26
1,Sunday,P27
0,Sunday,P28
8,Sunday,P29
3,Sunday,P30
2,Sunday,P31
0,Sunday,P32
12,Sunday,P33
2,Sunday,P34
3,Sunday,P35
2,Sunday,P36
14,Sunday,P37
1,Sunday,P38
11,Sunday,P39
7,Sunday,P40
20,Sunday,P41
0,Sunday,P42
1,Sunday,P43
0,Sunday,P44
8,Sunday,P45
13,Sunday,P46
0,Sunday,P47
0,Monday,P0
4,Monday,P1
3,Monday,P2
0,Monday,P3
0,Monday,P4
0,Monday,P5
0,Monday,P6
0,Monday,P7
0,Monday,P8
1,Monday,P9
0,Monday,P10
0,Monday,P11
1,Monday,P12
1,Monday,P13
2,Monday,P14
1,Monday,P15
6,Monday,P16
16,Monday,P17
1,Monday,P18
32,Monday,P19
7,Monday,P20
21,Monday,P21
6,Monday,P22
1,Monday,P23
2,Monday,P24
19,Monday,P25
2,Monday,P26
4,Monday,P27
1,Monday,P28
3,Monday,P29
10,Monday,P30
0,Monday,P31
1,Monday,P32
7,Monday,P33
0,Monday,P34
0,Monday,P35
1,Monday,P36
9,Monday,P37
3,Monday,P38
6,Monday,P39
0,Monday,P40
14,Monday,P41
0,Monday,P42
10,Monday,P43
0,Monday,P44
11,Monday,P45
3,Monday,P46
0,Monday,P47
0,Tuesday,P0
1,Tuesday,P1
1,Tuesday,P2
0,Tuesday,P3
0,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
0,Tuesday,P9
0,Tuesday,P10
0,Tuesday,P11
0,Tuesday,P12
0,Tuesday,P13
1,Tuesday,P14
3,Tuesday,P15
2,Tuesday,P16
16,Tuesday,P17
4,Tuesday,P18
20,Tuesday,P19
3,Tuesday,P20
7,Tuesday,P21
10,Tuesday,P22
4,Tuesday,P23
5,Tuesday,P24
25,Tuesday,P25
5,Tuesday,P26
2,Tuesday,P27
4,Tuesday,P28
12,Tuesday,P29
3,Tuesday,P30
0,Tuesday,P31
1,Tuesday,P32
8,Tuesday,P33
3,Tuesday,P34
1,Tuesday,P35
3,Tuesday,P36
11,Tuesday,P37
2,Tuesday,P38
12,Tuesday,P39
2,Tuesday,P40
12,Tuesday,P41
1,Tuesday,P42
5,Tuesday,P43
0,Tuesday,P44
10,Tuesday,P45
4,Tuesday,P46
0,Tuesday,P47
1,Wednesday,P0
2,Wednesday,P1
1,Wednesday,P2
0,Wednesday,P3
0,Wednesday,P4
1,Wednesday,P5
0,Wednesday,P6
0,Wednesday,P7
0,Wednesday,P8
0,Wednesday,P9
0,Wednesday,P10
0,Wednesday,P11
0,Wednesday,P12
1,Wednesday,P13
3,Wednesday,P14
1,Wednesday,P15
2,Wednesday,P16
10,Wednesday,P17
6,Wednesday,P18
24,Wednesday,P19
1,Wednesday,P20
7,Wednesday,P21
20,Wednesday,P22
0,Wednesday,P23
3,Wednesday,P24
12,Wednesday,P25
1,Wednesday,P26
7,Wednesday,P27
2,Wednesday,P28
9,Wednesday,P29
4,Wednesday,P30
0,Wednesday,P31
0,Wednesday,P32
8,Wednesday,P33
1,Wednesday,P34
2,Wednesday,P35
1,Wednesday,P36
15,Wednesday,P37
4,Wednesday,P38
10,Wednesday,P39
2,Wednesday,P40
5,Wednesday,P41
9,Wednesday,P42
9,Wednesday,P43
1,Wednesday,P44
9,Wednesday,P45
2,Wednesday,P46
1,Wednesday,P47
2,Thursday,P0
2,Thursday,P1
0,Thursday,P2
0,Thursday,P3
0,Thursday,P4
1,Thursday,P5
0,Thursday,P6
1,Thursday,P7
0,Thursday,P8
0,Thursday,P9
0,Thursday,P10
0,Thursday,P11
0,Thursday,P12
0,Thursday,P13
0,Thursday,P14
0,Thursday,P15
2,Thursday,P16
6,Thursday,P17
2,Thursday,P18
18,Thursday,P19
5,Thursday,P20
21,Thursday,P21
3,Thursday,P22
2,Thursday,P23
4,Thursday,P24
23,Thursday,P25
1,Thursday,P26
3,Thursday,P27
0,Thursday,P28
4,Thursday,P29
4,Thursday,P30
0,Thursday,P31
4,Thursday,P32
8,Thursday,P33
1,Thursday,P34
4,Thursday,P35
0,Thursday,P36
13,Thursday,P37
0,Thursday,P38
15,Thursday,P39
0,Thursday,P40
0,Thursday,P41
3,Thursday,P42
12,Thursday,P43
0,Thursday,P44
0,Thursday,P45
0,Thursday,P46
2,Thursday,P47
0,Friday,P0
1,Friday,P1
0,Friday,P2
1,Friday,P3
0,Friday,P4
1,Friday,P5
0,Friday,P6
1,Friday,P7
0,Friday,P8
0,Friday,P9
0,Friday,P10
2,Friday,P11
1,Friday,P12
0,Friday,P13
0,Friday,P14
6,Friday,P15
3,Friday,P16
3,Friday,P17
0,Friday,P18
27,Friday,P19
7,Friday,P20
23,Friday,P21
6,Friday,P22
0,Friday,P23
1,Friday,P24
24,Friday,P25
4,Friday,P26
4,Friday,P27
0,Friday,P28
15,Friday,P29
3,Friday,P30
3,Friday,P31
2,Friday,P32
18,Friday,P33
6,Friday,P34
1,Friday,P35
2,Friday,P36
3,Friday,P37
7,Friday,P38
15,Friday,P39
0,Friday,P40
9,Friday,P41
10,Friday,P42
8,Friday,P43
0,Friday,P44
10,Friday,P45
10,Friday,P46
2,Friday,P47
1,Saturday,P0
11,Saturday,P1
2,Saturday,P2
0,Saturday,P3
0,Saturday,P4
0,Saturday,P5
1,Saturday,P6
0,Saturday,P7
0,Saturday,P8
0,Saturday,P9
0,Saturday,P10
1,Saturday,P11
0,Saturday,P12
1,Saturday,P13
2,Saturday,P14
0,Saturday,P15
2,Saturday,P16
1,Saturday,P17
3,Saturday,P18
6,Saturday,P19
1,Saturday,P20
6,Saturday,P21
2,Saturday,P22
0,Saturday,P23
2,Saturday,P24
6,Saturday,P25
2,Saturday,P26
3,Saturday,P27
1,Saturday,P28
5,Saturday,P29
0,Saturday,P30
1,Saturday,P31
0,Saturday,P32
6,Saturday,P33
0,Saturday,P34
0,Saturday,P35
4,Saturday,P36
6,Saturday,P37
1,Saturday,P38
13,Saturday,P39
3,Saturday,P40
6,Saturday,P41
2,Saturday,P42
4,Saturday,P43
0,Saturday,P44
6,Saturday,P45
0,Saturday,P46
0,Saturday,P47
0,Sunday,P0
0,Sunday,P1
1,Sunday,P2
1,Sunday,P3
0,Sunday,P4
1,Sunday,P5
0,Sunday,P6
0,Sunday,P7
0,Sunday,P8
0,Sunday,P9
0,Sunday,P10
0,Sunday,P11
1,Sunday,P12
1,Sunday,P13
1,Sunday,P14
1,Sunday,P15
0,Sunday,P16
0,Sunday,P17
3,Sunday,P18
5,Sunday,P19
4,Sunday,P20
1,Sunday,P21
0,Sunday,P22
1,Sunday,P23
1,Sunday,P24
8,Sunday,P25
2,Sunday,P26
0,Sunday,P27
0,Sunday,P28
8,Sunday,P29
4,Sunday,P30
1,Sunday,P31
2,Sunday,P32
16,Sunday,P33
1,Sunday,P34
0,Sunday,P35
0,Sunday,P36
14,Sunday,P37
2,Sunday,P38
4,Sunday,P39
1,Sunday,P40
8,Sunday,P41
2,Sunday,P42
6,Sunday,P43
1,Sunday,P44
16,Sunday,P45
0,Sunday,P46
1,Sunday,P47
1,Monday,P0
2,Monday,P1
0,Monday,P2
0,Monday,P3
0,Monday,P4
0,Monday,P5
1,Monday,P6
0,Monday,P7
0,Monday,P8
0,Monday,P9
0,Monday,P10
0,Monday,P11
0,Monday,P12
0,Monday,P13
0,Monday,P14
2,Monday,P15
1,Monday,P16
9,Monday,P17
2,Monday,P18
27,Monday,P19
5,Monday,P20
18,Monday,P21
15,Monday,P22
2,Monday,P23
1,Monday,P24
11,Monday,P25
1,Monday,P26
6,Monday,P27
4,Monday,P28
13,Monday,P29
3,Monday,P30
1,Monday,P31
1,Monday,P32
12,Monday,P33
7,Monday,P34
0,Monday,P35
1,Monday,P36
13,Monday,P37
2,Monday,P38
9,Monday,P39
2,Monday,P40
2,Monday,P41
2,Monday,P42
5,Monday,P43
1,Monday,P44
7,Monday,P45
0,Monday,P46
1,Monday,P47
0,Tuesday,P0
5,Tuesday,P1
3,Tuesday,P2
0,Tuesday,P3
0,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
0,Tuesday,P9
0,Tuesday,P10
1,Tuesday,P11
0,Tuesday,P12
1,Tuesday,P13
0,Tuesday,P14
2,Tuesday,P15
0,Tuesday,P16
20,Tuesday,P17
5,Tuesday,P18
30,Tuesday,P19
3,Tuesday,P20
18,Tuesday,P21
8,Tuesday,P22
2,Tuesday,P23
6,Tuesday,P24
19,Tuesday,P25
4,Tuesday,P26
4,Tuesday,P27
3,Tuesday,P28
9,Tuesday,P29
4,Tuesday,P30
1,Tuesday,P31
0,Tuesday,P32
9,Tuesday,P33
2,Tuesday,P34
1,Tuesday,P35
1,Tuesday,P36
8,Tuesday,P37
3,Tuesday,P38
13,Tuesday,P39
2,Tuesday,P40
13,Tuesday,P41
2,Tuesday,P42
12,Tuesday,P43
0,Tuesday,P44
3,Tuesday,P45
0,Tuesday,P46
3,Tuesday,P47
0,Wednesday,P0
3,Wednesday,P1
2,Wednesday,P2
0,Wednesday,P3
0,Wednesday,P4
0,Wednesday,P5
0,Wednesday,P6
0,Wednesday,P7
0,Wednesday,P8
0,Wednesday,P9
0,Wednesday,P10
0,Wednesday,P11
0,Wednesday,P12
1,Wednesday,P13
2,Wednesday,P14
2,Wednesday,P15
1,Wednesday,P16
4,Wednesday,P17
9,Wednesday,P18
14,Wednesday,P19
4,Wednesday,P20
20,Wednesday,P21
5,Wednesday,P22
0,Wednesday,P23
1,Wednesday,P24
22,Wednesday,P25
5,Wednesday,P26
3,Wednesday,P27
3,Wednesday,P28
14,Wednesday,P29
3,Wednesday,P30
3,Wednesday,P31
0,Wednesday,P32
19,Wednesday,P33
3,Wednesday,P34
0,Wednesday,P35
2,Wednesday,P36
11,Wednesday,P37
1,Wednesday,P38
1,Wednesday,P39
2,Wednesday,P40
10,Wednesday,P41
3,Wednesday,P42
11,Wednesday,P43
2,Wednesday,P44
5,Wednesday,P45
3,Wednesday,P46
1,Wednesday,P47
0,Thursday,P0
0,Thursday,P1
1,Thursday,P2
0,Thursday,P3
0,Thursday,P4
1,Thursday,P5
0,Thursday,P6
0,Thursday,P7
0,Thursday,P8
2,Thursday,P9
0,Thursday,P10
0,Thursday,P11
0,Thursday,P12
0,Thursday,P13
1,Thursday,P14
3,Thursday,P15
0,Thursday,P16
7,Thursday,P17
5,Thursday,P18
23,Thursday,P19
4,Thursday,P20
24,Thursday,P21
6,Thursday,P22
0,Thursday,P23
0,Thursday,P24
17,Thursday,P25
2,Thursday,P26
5,Thursday,P27
2,Thursday,P28
8,Thursday,P29
2,Thursday,P30
0,Thursday,P31
1,Thursday,P32
11,Thursday,P33
5,Thursday,P34
0,Thursday,P35
3,Thursday,P36
14,Thursday,P37
0,Thursday,P38
8,Thursday,P39
0,Thursday,P40
12,Thursday,P41
0,Thursday,P42
11,Thursday,P43
0,Thursday,P44
0,Thursday,P45
0,Thursday,P46
0,Thursday,P47
0,Friday,P0
3,Friday,P1
2,Friday,P2
1,Friday,P3
0,Friday,P4
0,Friday,P5
0,Friday,P6
2,Friday,P7
0,Friday,P8
0,Friday,P9
0,Friday,P10
0,Friday,P11
1,Friday,P12
0,Friday,P13
0,Friday,P14
0,Friday,P15
0,Friday,P16
8,Friday,P17
5,Friday,P18
11,Friday,P19
6,Friday,P20
14,Friday,P21
11,Friday,P22
1,Friday,P23
3,Friday,P24
18,Friday,P25
13,Friday,P26
3,Friday,P27
0,Friday,P28
13,Friday,P29
0,Friday,P30
3,Friday,P31
1,Friday,P32
2,Friday,P33
2,Friday,P34
1,Friday,P35
2,Friday,P36
20,Friday,P37
2,Friday,P38
16,Friday,P39
6,Friday,P40
16,Friday,P41
16,Friday,P42
8,Friday,P43
2,Friday,P44
1,Friday,P45
4,Friday,P46
3,Friday,P47
0,Saturday,P0
13,Saturday,P1
1,Saturday,P2
0,Saturday,P3
0,Saturday,P4
0,Saturday,P5
1,Saturday,P6
0,Saturday,P7
1,Saturday,P8
0,Saturday,P9
1,Saturday,P10
0,Saturday,P11
0,Saturday,P12
0,Saturday,P13
3,Saturday,P14
0,Saturday,P15
5,Saturday,P16
6,Saturday,P17
1,Saturday,P18
10,Saturday,P19
2,Saturday,P20
6,Saturday,P21
6,Saturday,P22
4,Saturday,P23
1,Saturday,P24
3,Saturday,P25
15,Saturday,P26
1,Saturday,P27
3,Saturday,P28
14,Saturday,P29
0,Saturday,P30
1,Saturday,P31
0,Saturday,P32
16,Saturday,P33
1,Saturday,P34
1,Saturday,P35
3,Saturday,P36
9,Saturday,P37
2,Saturday,P38
5,Saturday,P39
2,Saturday,P40
6,Saturday,P41
5,Saturday,P42
4,Saturday,P43
3,Saturday,P44
7,Saturday,P45
3,Saturday,P46
1,Saturday,P47
1,Sunday,P0
0,Sunday,P1
0,Sunday,P2
0,Sunday,P3
0,Sunday,P4
0,Sunday,P5
0,Sunday,P6
0,Sunday,P7
0,Sunday,P8
1,Sunday,P9
1,Sunday,P10
0,Sunday,P11
0,Sunday,P12
1,Sunday,P13
1,Sunday,P14
2,Sunday,P15
0,Sunday,P16
1,Sunday,P17
2,Sunday,P18
4,Sunday,P19
3,Sunday,P20
4,Sunday,P21
2,Sunday,P22
0,Sunday,P23
0,Sunday,P24
11,Sunday,P25
5,Sunday,P26
1,Sunday,P27
1,Sunday,P28
13,Sunday,P29
3,Sunday,P30
2,Sunday,P31
1,Sunday,P32
10,Sunday,P33
3,Sunday,P34
1,Sunday,P35
4,Sunday,P36
18,Sunday,P37
3,Sunday,P38
9,Sunday,P39
2,Sunday,P40
22,Sunday,P41
1,Sunday,P42
12,Sunday,P43
0,Sunday,P44
25,Sunday,P45
2,Sunday,P46
3,Sunday,P47
1,Monday,P0
4,Monday,P1
2,Monday,P2
0,Monday,P3
0,Monday,P4
0,Monday,P5
0,Monday,P6
0,Monday,P7
0,Monday,P8
0,Monday,P9
0,Monday,P10
0,Monday,P11
1,Monday,P12
1,Monday,P13
0,Monday,P14
0,Monday,P15
2,Monday,P16
17,Monday,P17
6,Monday,P18
23,Monday,P19
4,Monday,P20
27,Monday,P21
1,Monday,P22
1,Monday,P23
5,Monday,P24
23,Monday,P25
1,Monday,P26
6,Monday,P27
4,Monday,P28
6,Monday,P29
8,Monday,P30
0,Monday,P31
2,Monday,P32
18,Monday,P33
5,Monday,P34
3,Monday,P35
0,Monday,P36
10,Monday,P37
2,Monday,P38
6,Monday,P39
3,Monday,P40
